,Unnamed: 0,Message,filtered_msg,clusters
1420,1420,"Rs. 22,080.00 is credited to your A/c XXXX8793  on 07-OCT-16 on account of Salary_Sept_16 .",RS IS CREDITED TO YOUR ON ON ACCOUNT OF,45
1421,1421,INR 25000.00 is credited to your A/c XXXX8793 on 24-11-2016 on account of CASH DEPOSIT AT MAHAPE 1423.Combined Available Balance is INR 25002.43. Chq deposit subject to realization.,INR IS CREDITED TO YOUR ON ON ACCOUNT OF CASH DEPOSIT AT MAHAPE AVAILABLE BALANCE IS INR CHQ DEPOSIT SUBJECT TO REALIZATION,472
1422,1422,Your fund transfer request for INR. 12000 from a/c xx8793 to 04111050111627 (an a/c at another bank) has been received on 08-DEC-2016. Ref No. KKBKH16343867558.,YOUR FUND TRANSFER REQUEST FOR INR FROM TO AN AT ANOTHER BANK HAS BEEN RECEIVED ON REF NO,63
1423,1423,INR 28000.00 is credited to your A/c XXXX8793 on 13-12-2016 on account of CASH DEPOSIT OLD 25 NOTE OF 1000 & 6 NOTE OF 500.Combined Available Balance is INR 39245.86. Chq deposit subject to realization.,INR IS CREDITED TO YOUR ON ON ACCOUNT OF CASH DEPOSIT OLD NOTE OF NOTE OF AVAILABLE BALANCE IS INR CHQ DEPOSIT SUBJECT TO REALIZATION,499
1424,1424,Rs.197 has been debited from your Kotak Account/Credit Card xx8793 for payment towards RELIANCE GSM PREPAID on 17-DEC-2016 via Mobile Banking. Ref No. 273048487.,HAS BEEN DEBITED FROM YOUR KOTAK CARD FOR PAYMENT TOWARDS RELIANCE GSM PREPAID ON VIA MOBILE BANKING REF NO,140
1425,1425,Standing Instruction for INR 500.00 from XXXX8793  to  beneficiary account No: 5711724375 has been processed successfully on 10-01-2017.,STANDING INSTRUCTION FOR INR FROM TO BENEFICIARY ACCOUNT NO HAS BEEN PROCESSED SUCCESSFULLY ON,75
1426,1426,Cash withdrawal of Rs.500 made on Kotak Debit card XX9027 on 11-09-2016 19:00:21 at DR. AMBEDKAR RD PAREL.Combined balance in A/c XX8793 is Rs 37.78.,CASH WITHDRAWAL OF MADE ON KOTAK DEBIT CARD ON AT AMBEDKAR RD BALANCE IN IS RS,469
1427,1427,Cash withdrawal of Rs.1700 made on Kotak Debit card XX9027 on 18-10-2016 22:00:16 at OPP BOOKING OFFICE PAREL.Combined balance in A/c XX8793 is Rs 2069.52.,CASH WITHDRAWAL OF MADE ON KOTAK DEBIT CARD ON AT OPP BOOKING OFFICE BALANCE IN IS RS,276
1428,1428,Your cash withdrawal at AMS8005 using Kotak Debit Card XX9027 on 04-12-2016 08:42:15 could not be processed due to Insufficient account balance..The txn cannot be completed with available balance.SMS BAL xxxx (last 4 digits of account number) to 9971056767 to know your accout balance.Call our customer care at 18602662666 for further assistance,YOUR CASH WITHDRAWAL AT USING KOTAK DEBIT CARD ON COULD NOT BE PROCESSED DUE TO INSUFFICIENT ACCOUNT TXN CAN NOT BE COMPLETED WITH AVAILABLE BAL XXXX LAST DIGITS OF ACCOUNT NUMBER TO TO KNOW YOUR ACCOUT OUR CUSTOMER CARE AT FOR FURTHER ASSISTANCE,98
1429,1429,Cash withdrawal of Rs.2000 made on Kotak Debit card XX9027 on 21-12-2016 18:52:07 at 504492.Combined balance in A/c XX8793 is Rs 5453.1.,CASH WITHDRAWAL OF MADE ON KOTAK DEBIT CARD ON AT BALANCE IN IS RS,94
1430,1430,One Time Password for MobileBanking Transaction is 028085.Please use the password to complete the Transaction.Pls do not share this with anyone.,ONE TIME PASSWORD FOR MOBILEBANKING TRANSACTION IS USE THE PASSWORD TO COMPLETE THE DO NOT SHARE THIS WITH ANYONE,105
1431,1431,One Time Password for MobileBanking Transaction is 028085.Please use the password to complete the Transaction.Pls do not share this with anyone.,ONE TIME PASSWORD FOR MOBILEBANKING TRANSACTION IS USE THE PASSWORD TO COMPLETE THE DO NOT SHARE THIS WITH ANYONE,105
1432,1432,We are pleased to inform you that your request for conversion of transaction of Rs 8160 to EMI  has been successful.,WE ARE PLEASED TO INFORM YOU THAT YOUR REQUEST FOR CONVERSION OF TRANSACTION OF RS TO EMI HAS BEEN SUCCESSFUL,184
1433,1433,RBI regd NBFC- LENDINGKART offers collateral-free business loan Rs 1L to Rs 1Cr. Submit 2 docs and apply now http://bit.do/12_9 or call 08039534900,RBI REGD LENDINGKART OFFERS BUSINESS LOAN RS TO RS SUBMIT DOCS AND APPLY NOW HTTP OR CALL,186
1434,1434,"Dear Customer, As a special offer we will not charge any foreclosure fee if you wish to close your consumer durable loan with Capital First before 24th September 2016. T&C Apply",DEAR CUSTOMER AS SPECIAL OFFER WE WILL NOT CHARGE ANY FORECLOSURE FEE IF YOU WISH TO CLOSE YOUR CONSUMER DURABLE LOAN WITH CAPITAL FIRST BEFORE SEPTEMBER APPLY,97
1435,1435,"Dear Customer, your LAN 4971302 stands closed in our system. Please use the link https://customerportal.capfirst.com/customerportal/GetNoc.aspx?LN=4971302 to avail your NOC - Capfirst",DEAR CUSTOMER YOUR LAN STANDS CLOSED IN OUR SYSTEM PLEASE USE THE LINK HTTPS TO AVAIL YOUR NOC CAPFIRST,389
1436,1436,"Dear Customer, Be Alert! Please do not share your credit card number, CVV number, OTP or VBV password with anyone. Kotak Bank will never request for these details.",DEAR CUSTOMER BE ALERT PLEASE DO NOT SHARE YOUR CREDIT CARD NUMBER CVV NUMBER OTP OR VBV PASSWORD WITH ANYONE KOTAK BANK WILL NEVER REQUEST FOR THESE DETAILS,117
1437,1437,Your payment for Life Insurance Corporation of India bill - account  926779016 for Rs 766.00 has been processed successfully.,YOUR PAYMENT FOR LIFE INSURANCE CORPORATION OF INDIA BILL ACCOUNT FOR RS HAS BEEN PROCESSED SUCCESSFULLY,451
1438,1438,"Dear Customer, to view your Repayment Schedule click http://m.BajFin.in/H6_v7oMk. Your available EMI Card loan amount is Rs. 103000 To know where to use your EMI card click http://m.BajFin.in/GpsLwufE. Please ignore the repayment schedule if loan is already closed. Bajaj Finserv.",DEAR CUSTOMER TO VIEW YOUR REPAYMENT SCHEDULE CLICK HTTP YOUR AVAILABLE EMI CARD LOAN AMOUNT IS RS TO KNOW WHERE TO USE YOUR EMI CARD CLICK HTTP PLEASE IGNORE THE REPAYMENT SCHEDULE IF LOAN IS ALREADY CLOSED BAJAJ FINSERV,58
1439,1439,"Dear Customer, the available loan limit on your Bajaj Finserv EMI Card is 103000. To know where to use your EMI card click http://m.BajFin.in/X6J_rpsk. Bajaj Finserv",DEAR CUSTOMER THE AVAILABLE LOAN LIMIT ON YOUR BAJAJ FINSERV EMI CARD IS TO KNOW WHERE TO USE YOUR EMI CARD CLICK HTTP BAJAJ FINSERV,84
1440,1440,"Dear Customer, The available loan limit on your Bajaj Finserv EMI Card is Rs.103000 . To know where to use it this Diwali click http://m.BajFin.in/Q-bQfV40 Bajaj Finserv.",DEAR CUSTOMER THE AVAILABLE LOAN LIMIT ON YOUR BAJAJ FINSERV EMI CARD IS TO KNOW WHERE TO USE IT THIS DIWALI CLICK HTTP BAJAJ FINSERV,84
1441,1441,"Bajaj Finserv wishes you a very Happy Diwali. Your EMI card available loan amount is Rs 103,000. To know where to use it this Diwali, click http://m.BajFin.in/YdYytYJ0. TC",BAJAJ FINSERV WISHES YOU VERY HAPPY DIWALI YOUR EMI CARD AVAILABLE LOAN AMOUNT IS RS TO KNOW WHERE TO USE IT THIS DIWALI CLICK HTTP TC,206
1442,1442,We are pleased to inform you that your request for conversion of transaction of Rs 3092 to EMI  has been successful.,WE ARE PLEASED TO INFORM YOU THAT YOUR REQUEST FOR CONVERSION OF TRANSACTION OF RS TO EMI HAS BEEN SUCCESSFUL,184
1443,1443,We are pleased to inform you that your request for conversion of transaction of Rs 8548.97 to EMI  has been successful.,WE ARE PLEASED TO INFORM YOU THAT YOUR REQUEST FOR CONVERSION OF TRANSACTION OF RS TO EMI HAS BEEN SUCCESSFUL,184
1444,1444,"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us Toll Free on 18001030333. Bajaj Finserv.",DEAR BAJAJ FINANCE CUSTOMER CHECK YOUR CIBIL SCORE FOR FREE TO CHECK YOUR SCORE CALL US TOLL FREE ON BAJAJ FINSERV,70
1445,1445,"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us Toll Free on 18001030333. Bajaj Finserv.",DEAR BAJAJ FINANCE CUSTOMER CHECK YOUR CIBIL SCORE FOR FREE TO CHECK YOUR SCORE CALL US TOLL FREE ON BAJAJ FINSERV,70
1446,1446,Use key 558853 to activate FT for amitdmax or forward this SMS to 9971056767 [[K ADDBENEF 558853 171557352 amitdmax]],USE KEY TO ACTIVATE FT FOR AMITDMAX OR FORWARD THIS SMS TO ADDBENEF AMITDMAX,489
1447,1447,Bank of India SMS OTP Login  One Time Password: 4801399  OTP-ID: 2245,BANK OF INDIA SMS OTP LOGIN ONE TIME PASSWORD,226
1448,1448,You have successfully unlocked your Net Banking Password for CRN 171557352 on 16-DEC-16(IST). Please login with your existing password,YOU HAVE SUCCESSFULLY UNLOCKED YOUR NET BANKING PASSWORD FOR CRN ON IST PLEASE LOGIN WITH YOUR EXISTING PASSWORD,447
1449,1449,Your One Time Password (OTP) for changing the password in Customer Portal is 25444. Please do not share this password with anyone. - Capital First.,YOUR ONE TIME PASSWORD OTP FOR CHANGING THE PASSWORD IN CUSTOMER PORTAL IS PLEASE DO NOT SHARE THIS PASSWORD WITH ANYONE CAPITAL FIRST,284
1450,1450,Give a missed call on 18002703333 to get balance of HDFC Bank a/c(s) linked to Cust Id ending with 8120. For more txns click  http://bit.ly/HDFCBANKLITEApp,GIVE MISSED CALL ON TO GET BALANCE OF HDFC BANK LINKED TO CUST ID ENDING WITH FOR MORE TXNS CLICK HTTP,137
1451,1451,"Dear customer, due to an unprecedented increase in cheque book demand over last few days, please expect a delay in receiving your new cheque book. Please bear with us and use other payment modes.",DEAR CUSTOMER DUE TO AN UNPRECEDENTED INCREASE IN CHEQUE BOOK DEMAND OVER LAST FEW DAYS PLEASE EXPECT DELAY IN RECEIVING YOUR NEW CHEQUE BOOK PLEASE BEAR WITH US AND USE OTHER PAYMENT MODES,222
1452,1452,"Dear Customer,  Please quote your Card No 1954018 at Consumer Durable Dealers to take preapproved CD loan of upto INR 140000on your Easy Buy Card. Capital First",DEAR CUSTOMER PLEASE QUOTE YOUR CARD NO AT CONSUMER DURABLE DEALERS TO TAKE PREAPPROVED CD LOAN OF UPTO INR YOUR EASY BUY CARD CAPITAL FIRST,38
1453,1453,We are pleased to inform you that your request for conversion of transaction of Rs 10000 to EMI  has been successful.,WE ARE PLEASED TO INFORM YOU THAT YOUR REQUEST FOR CONVERSION OF TRANSACTION OF RS TO EMI HAS BEEN SUCCESSFUL,184
1454,1454,"Dear Customer, your mobile number for your Banking Account  has been updated. If you have not requested for this change, please call Customer Service immediately. - StanChart",DEAR CUSTOMER YOUR MOBILE NUMBER FOR YOUR BANKING ACCOUNT HAS BEEN UPDATED IF YOU HAVE NOT REQUESTED FOR THIS CHANGE PLEASE CALL CUSTOMER SERVICE IMMEDIATELY STANCHART,169
1455,1455,"Welcome to Pockets by ICICI Bank. Get set to shop online & offline, send money, recharge and more. Check out our exciting offers at icicibank.com/pockets",WELCOME TO POCKETS BY ICICI BANK GET SET TO SHOP ONLINE OFFLINE SEND MONEY RECHARGE AND MORE CHECK OUT OUR EXCITING OFFERS AT,123
1456,1456,"Your A/C XXXXX260734 has a credit by Transfer of Rs 3,900.00 on 20/12/16. Avl Bal Rs 10,287.53.Download Buddy@ http://goo.gl/qUlXqL",YOUR HAS CREDIT BY TRANSFER OF RS ON AVL BAL RS BUDDY HTTP,64
1457,1457,"22/12/2016, 18:02 Avail Bal in A/c xxx734: Rs. 287.53 CR",AVAIL BAL IN RS CR,348
1458,1458,"Your A/C XXXXX260734 has a credit by Transfer of Rs 14,499.00 on 30/12/16. Avl Bal Rs 14,814.53.Download Buddy",YOUR HAS CREDIT BY TRANSFER OF RS ON AVL BAL RS BUDDY,64
1459,1459,"07/1/2017, 18:45 Avail Bal in A/c xxx734: Rs. 129.53 CR",AVAIL BAL IN RS CR,348
1460,1460,266388 is your OTP for txn of INR 3811.00 at UHBVN on your SBI debit card ending 1223,IS YOUR OTP FOR TXN OF INR AT UHBVN ON YOUR SBI DEBIT CARD ENDING,255
1461,1461,Thank you for using your SBI Debit Card 459XX1223 for a purchase worth Rs165 on POS  470000000218923 at Paytm Mobile Solutions txn# 635106672636.,THANK YOU FOR USING YOUR SBI DEBIT CARD FOR PURCHASE WORTH ON POS AT PAYTM MOBILE SOLUTIONS TXN,85
1462,1462,Thank you for using your SBI Debit Card 459XX1223 for a purchase worth Rs160 on POS  470000000218923 at Paytm Mobile Solutions txn# 700403581007.,THANK YOU FOR USING YOUR SBI DEBIT CARD FOR PURCHASE WORTH ON POS AT PAYTM MOBILE SOLUTIONS TXN,85
1463,1463,"Your A/C XXXXX847884 has a Cash withdrawal of Rs 2,000.00 on 08/12/16 . Avl Bal Rs%A0 11,169.40.Download Buddy@ http://goo.gl/qUlXqL",YOUR HAS CASH WITHDRAWAL OF RS ON AVL BAL RS BUDDY HTTP,266
1464,1464,We acknowledge receipt of Payment via 169221633002 for Rs.5000/- Towards Loan No. 30275275,WE ACKNOWLEDGE RECEIPT OF PAYMENT VIA FOR TOWARDS LOAN NO,86
1465,1465,"To Pay Rs. 50.00 to PAYTM, from your Card XX...1223, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 700700.Don't share with anyone.",TO PAY RS TO PAYTM FROM YOUR CARD XX USE OTP BEWARE ONLY FRAUDSTERS ASK OTP ON IS SHARE WITH ANYONE,325
1466,1466,"Dear customer,your txn at POS RPSL declined as the account is inoperative or locked. Please contact your branch for resolution.",DEAR CUSTOMER YOUR TXN AT POS RPSL DECLINED AS THE ACCOUNT IS INOPERATIVE OR LOCKED PLEASE CONTACT YOUR BRANCH FOR RESOLUTION,31
1467,1467,"To Pay Rs. 100.00 to Paytm Mobile S, from your Card XX...1223, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 866268.Don't share with anyone.",TO PAY RS TO PAYTM MOBILE FROM YOUR CARD XX USE OTP BEWARE ONLY FRAUDSTERS ASK OTP ON IS SHARE WITH ANYONE,50
1468,1468,"To Pay Rs. 100.00 to RELIANCE PAYEM, from your Card XX...1223, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 278066.Don't share with anyone.",TO PAY RS TO RELIANCE PAYEM FROM YOUR CARD XX USE OTP BEWARE ONLY FRAUDSTERS ASK OTP ON IS SHARE WITH ANYONE,435
1469,1469,"Dear customer,your txn at POS XIGENWALLET7342 declined as the account is inoperative or locked. Please contact your branch for resolution.",DEAR CUSTOMER YOUR TXN AT POS DECLINED AS THE ACCOUNT IS INOPERATIVE OR LOCKED PLEASE CONTACT YOUR BRANCH FOR RESOLUTION,31
1470,1470,"To Pay Rs. 3900.00 to ONE97 COMCTN-P, from your Card XX...1223, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 098571.Don't share with anyone.",TO PAY RS TO FROM YOUR CARD XX USE OTP BEWARE ONLY FRAUDSTERS ASK OTP ON IS SHARE WITH ANYONE,0
1471,1471,"Dear SBI Customer,You are successfully registered for SBI Quick facility. For full list of services:SMS as HELP to +919223588888 Download SBI Quick App State Bank Team",DEAR SBI CUSTOMER YOU ARE SUCCESSFULLY REGISTERED FOR SBI QUICK FACILITY FOR FULL LIST OF SERVICES SMS AS HELP TO DOWNLOAD SBI QUICK APP STATE BANK TEAM,173
1472,1472,"To Pay Rs. 80.00 to PayTM, from your Card XX...1223, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 705108.Don't share with anyone.",TO PAY RS TO PAYTM FROM YOUR CARD XX USE OTP BEWARE ONLY FRAUDSTERS ASK OTP ON IS SHARE WITH ANYONE,325
1473,1473,8552 is your One Time Code. Please type this in to verify your mobile number. Welcome to InstaPaisa.,IS YOUR ONE TIME CODE PLEASE TYPE THIS IN TO VERIFY YOUR MOBILE NUMBER WELCOME TO INSTAPAISA,156
1474,1474,"To Pay Rs. 80.00 to ONE97 COMMU-PA, from your Card XX...1223, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 796366.Don't share with anyone.",TO PAY RS TO FROM YOUR CARD XX USE OTP BEWARE ONLY FRAUDSTERS ASK OTP ON IS SHARE WITH ANYONE,0
1475,1475,Your Credit Card application ref no is 16121592165. Card processing will take up to 7 working days. To know your application status instantly please visit:- http://citi.asia/2cEatzV,YOUR CREDIT CARD APPLICATION REF NO IS CARD PROCESSING WILL TAKE UP TO WORKING DAYS TO KNOW YOUR APPLICATION STATUS INSTANTLY PLEASE VISIT HTTP,165
1476,1476,"Your CREDIT PROTECTION insurance policy no. PP000086A016000 has been dispatched on 31/12/2016. If not received, you may view the same on our portal http://m.BajFin.in/HuLwboDk or write to us on wecare@bajajfinserv.in . Regards, Bajaj Finserv",YOUR CREDIT PROTECTION INSURANCE POLICY NO HAS BEEN DISPATCHED ON IF NOT RECEIVED YOU MAY VIEW THE SAME ON OUR PORTAL HTTP OR WRITE TO US ON WECARE REGARDS BAJAJ FINSERV,334
1477,1477,"An amount of Rs.6,500.00 has been debited from your account number XXXX1627 for NEFT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR NEFT TXN DONE USING HDFC BANK NETBANKING,126
1478,1478,"Balance in A/c XXXXXXXXXX2600 as of 01-AUG-16 EOD is INR 76,873.46 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1479,1479,"Balance in A/c XXXXXXXXXX2600 as of 02-AUG-16 EOD is INR 1,02,456.46 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1480,1480,"INR 11,000.00 deposited to A/c No XX2600 towards IMPS-P2A-624602415340-918904978185-MB TRS Val 02-SEP-16. Clr Bal is INR 11,938.58 subject to clearing.",INR DEPOSITED TO NO TOWARDS TRS VAL CLR BAL IS INR SUBJECT TO CLEARING,455
1481,1481,"Balance in A/c XXXXXXXXXX2600 as of 02-SEP-16 EOD is INR 4,938.58 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1482,1482,"Your a/c no. XXXXXXXX2600 is credited by Rs.2,000.00 on 07-09-16 by a/c linked to mobile XXXXXXX185(IMPS Ref no 625108897084)",YOUR NO IS CREDITED BY ON BY LINKED TO MOBILE IMPS REF NO,39
1483,1483,Balance in A/c XXXXXXXXXX2600 as of 07-SEP-16 EOD is INR 804.83 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1484,1484,An amount of Rs.200.00 has been debited from your account  number XXXX2600 for an online payment txn done using HDFC Bank NetBanking.,AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR AN ONLINE PAYMENT TXN DONE USING HDFC BANK NETBANKING,7
1485,1485,An amount of Rs.189.00 has been debited from your account  number XXXX2600 for an online payment txn done using HDFC Bank NetBanking.,AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR AN ONLINE PAYMENT TXN DONE USING HDFC BANK NETBANKING,7
1486,1486,"Balance in A/c XXXXXXXXXX2600 as of 14-SEP-16 EOD is INR 1,285.08 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1487,1487,"Balance in A/c XXXXXXXXXX2600 as of 29-SEP-16 EOD is INR 1,744.08 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1488,1488,"Balance in A/c XXXXXXXXXX2600 as of 01-OCT-16 EOD is INR 3,248.08 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1489,1489,Balance in A/c XXXXXXXXXX2600 as of 03-OCT-16 EOD is INR 149.73 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1490,1490,Balance in A/c XXXXXXXXXX2600 as of 07-OCT-16 EOD is INR 121.73 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1491,1491,Your a/c no. XXXXXXXX3647 is debited for Rs.14000.00 on 02-09-16 and a/c  XXXXXXX7249  credited (IMPS Ref no 624614464371).,YOUR NO IS DEBITED FOR ON AND CREDITED IMPS REF NO,3
1492,1492,Your a/c no. XXXXXXXX3647 is debited for Rs.6500.00 on 01-10-16 and a/c  XXXXXXX6305  credited (IMPS Ref no 627522347072).,YOUR NO IS DEBITED FOR ON AND CREDITED IMPS REF NO,3
1493,1493,Your a/c no. XXXXXXXX3647 is debited for Rs.50000.00 on 05-10-16 and a/c  XXXXXXX2309  credited (IMPS Ref no 627905704398).,YOUR NO IS DEBITED FOR ON AND CREDITED IMPS REF NO,3
1494,1494,One Time Password for NetBanking Transaction is 054021. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX6515,ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS PLEASE USE THE PASSWORD TO COMPLETE THE TRANSACTION PLS DO NOT SHARE THIS WITH ANYONE REF,29
1495,1495,"Dear Customer, Greetings from HDFC BANK. We hope it was a delightful experience when you availed our Personal loan through Net Banking . Timely payments ensure that your credit score remains healthy and that you continue to get preferential service for all your financial needs. Your EMI of Rs.6128 on loan No: XXX6591 is due on 7-Sep-16. Kindly maintain sufficient balance and ensure clearance upon presentation by us.",DEAR CUSTOMER GREETINGS FROM HDFC BANK WE HOPE IT WAS DELIGHTFUL EXPERIENCE WHEN YOU AVAILED OUR PERSONAL LOAN THROUGH NET BANKING TIMELY PAYMENTS ENSURE THAT YOUR CREDIT SCORE REMAINS HEALTHY AND THAT YOU CONTINUE TO GET PREFERENTIAL SERVICE FOR ALL YOUR FINANCIAL NEEDS YOUR EMI OF ON LOAN NO IS DUE ON KINDLY MAINTAIN SUFFICIENT BALANCE AND ENSURE CLEARANCE UPON PRESENTATION BY US,36
1496,1496,"Dear Customer, this is to inform you that your monthly instalment of Rs. INR 5,000.00 of RD XXXXX7123 is due on 01-OCT-16.",DEAR CUSTOMER THIS IS TO INFORM YOU THAT YOUR MONTHLY INSTALMENT OF RS INR OF RD IS DUE ON,336
1497,1497,"Dear Customer, The PIN for your Debit Card ending 8204 has to be changed for security reasons. Please change your PIN at the earliest via NetBanking or at any HDFC Bank ATM. For details bit.ly/2cvnha0",DEAR CUSTOMER THE PIN FOR YOUR DEBIT CARD ENDING HAS TO BE CHANGED FOR SECURITY REASONS PLEASE CHANGE YOUR PIN AT THE EARLIEST VIA NETBANKING OR AT ANY HDFC BANK ATM FOR DETAILS,244
1498,1498,"Dear User, Pockets by ICICI Bank can be activated only from registered mobile. For Dual SIM phone,pls ensure the default SIM is the one registered with Pockets.",DEAR USER POCKETS BY ICICI BANK CAN BE ACTIVATED ONLY FROM REGISTERED MOBILE FOR DUAL SIM PHONE PLS ENSURE THE DEFAULT SIM IS THE ONE REGISTERED WITH POCKETS,308
1499,1499,"NEFT Transaction with reference number N213160173790929 for INR 6,500.00 has been credited to the beneficiary account on 01-08-2016 at 08:23:23.",NEFT TRANSACTION WITH REFERENCE NUMBER FOR INR HAS BEEN CREDITED TO THE BENEFICIARY ACCOUNT ON AT,65
1500,1500,Your A/C Number 3335088939 Will turn into inoperative.Please do transaction in the account.,YOUR NUMBER WILL TURN INTO DO TRANSACTION IN THE ACCOUNT,86
1501,1501,One Time Authorization Code(OTAC) for online transaction with your Debit Card is 550290.This code can be used only once and dont share this code with anyone,ONE TIME AUTHORIZATION CODE OTAC FOR ONLINE TRANSACTION WITH YOUR DEBIT CARD IS CODE CAN BE USED ONLY ONCE AND DONT SHARE THIS CODE WITH ANYONE,67
1502,1502,You missed a call from InstaPaisa. Please call +91 11 40472472 to know more.,YOU MISSED CALL FROM INSTAPAISA PLEASE CALL TO KNOW MORE,86
1503,1503,One Time Password for NetBanking Transaction is 885900. Please use the password to complete the Transaction. Pls do not share this with anyone.,ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS PLEASE USE THE PASSWORD TO COMPLETE THE TRANSACTION PLS DO NOT SHARE THIS WITH ANYONE,29
1504,1504,One Time Password for NetBanking Transaction is 319733. Please use the password to complete the Transaction. Pls do not share this with anyone.,ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS PLEASE USE THE PASSWORD TO COMPLETE THE TRANSACTION PLS DO NOT SHARE THIS WITH ANYONE,29
1505,1505,One Time Password for NetBanking Transaction is 299640. Please use the password to complete the Transaction. Pls do not share this with anyone.,ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS PLEASE USE THE PASSWORD TO COMPLETE THE TRANSACTION PLS DO NOT SHARE THIS WITH ANYONE,29
1506,1506,One Time Authorization Code(OTAC) for online transaction with your Debit Card is 470571.This code can be used only once and dont share this code with anyone,ONE TIME AUTHORIZATION CODE OTAC FOR ONLINE TRANSACTION WITH YOUR DEBIT CARD IS CODE CAN BE USED ONLY ONCE AND DONT SHARE THIS CODE WITH ANYONE,67
1507,1507,*BOI Star Sandesh* Rs 2000 has been Debited to Your Account XX0813 from ATM on 05-12-2016.Available Balance 62442.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1508,1508,*BOI Star Sandesh* Rs 150 has been Debited to Your Account XX0813 from POS-RELIANCECO On 08-12-2016.Available Balance 58292.15.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ON BALANCE,473
1509,1509,*BOI Star Sandesh* Rs 2000 has been Debited to Your Account XX0813 from ATM on 15-12-2016.Available Balance 34292.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1510,1510,*BOI Star Sandesh* Rs 1600 has been Debited to Your Account XX0813 from ATM on 28-12-2016.Available Balance 16692.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1511,1511,*BOI Star Sandesh* Rs. 10000.00 has been credited in your account XXXX0813 on 11-01-2017By NEFTINWARD N011170232054769,STAR RS HAS BEEN CREDITED IN YOUR ACCOUNT ON NEFTINWARD,45
1512,1512,*BOI Star Sandesh* Rs. 9000.00 has been credited in your account XXXX0813 on 12-01-2017By NEFTINWARD KKBKH17012642206,STAR RS HAS BEEN CREDITED IN YOUR ACCOUNT ON NEFTINWARD,45
